credential_id,credential_name,pathway_node,pathway_level,pathway_tracks,match_score,match_reasons,mapping_status,evidence_status,record_type,official_url
CAND-7E363212BF887D,Certified Kubernetes,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/certification/software-conformance/#logos
CAND-FC094B645C0A54,Certified Kubernetes Administrator,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/cka/
CAND-0E5C9B8F6E1198,Certified Kubernetes Administrator,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/
CAND-4D3206B15DB62A,Certified Kubernetes Administrator,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#cka
CAND-930C514D15A8B3,Certified Kubernetes Administrator (CKA),kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/cka/
CAND-B61BC6331D888B,Certified Kubernetes Administrator (CKA) exam,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/certification/expert/
CAND-3E3456E0F50F9C,Certified Kubernetes Application Developer,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/ckad/
CAND-7ECE77D9715BF9,Certified Kubernetes Application Developer,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/
CAND-58CEF9CB902C31,Certified Kubernetes Application Developer,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#ckad
CAND-AB12C96704F369,Certified Kubernetes Application Developer (CKAD),kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/ckad/
CAND-A6816A06A66A3A,Certified Kubernetes Conformance Program benefits,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/software-conformance/
CAND-C2976D25ACB166,Certified Kubernetes products,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/software-conformance/#logos
CAND-24C223A48CEB34,Certified Kubernetes Security Specialist,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/
CAND-664A92461FDD0B,Certified Kubernetes Security Specialist,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#cks
CAND-2DC70C260B2074,Certified Kubernetes Security Specialist (CKS),kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/cks/
CAND-CFCDA8E27B306F,Certified Kubernetes Software Conformance,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/software-conformance/
CAND-838C1951B1E5C5,Certified Kubernetes Software conformance ensures your versions of CNCF projects support the required APIs,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/software-conformance/
CAND-838C1951B1E5C5,Certified Kubernetes Software conformance ensures your versions of CNCF projects support the required APIs,apis,Intermediate,python-software,65,apis,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/software-conformance/
CAND-ED3ACCF29F8456,Cloud native certification pathways,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/
CAND-08520F0E29D487,Cloud Native Network Function Certification (Beta) CNF Certification ensures applications demonstrate cloud native best practices,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/cnf/
CAND-F491CD943075B0,Cloud Native Platform Engineering Associate,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#cnpa
CAND-A9A6647EFA2BED,Cloud Native Training Courses,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/courses/
CAND-0467076A3E73F5,Courses Learn the basics of cloud native or train for a certification with training courses built in collaboration with the Linux Foundation,linux,Foundation,cybersecurity;cloud-devops,65,linux,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/courses/
CAND-0467076A3E73F5,Courses Learn the basics of cloud native or train for a certification with training courses built in collaboration with the Linux Foundation,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/courses/
CAND-EF9178DB56F3DF,Introduction to Kubernetes,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/certification/training/#introduction
CAND-5760113E77D4AF,Kubernetes and Cloud Native Associate,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcna/
CAND-5760113E77D4AF,Kubernetes and Cloud Native Associate,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcna/
CAND-0BA19C81A9B794,Kubernetes and Cloud Native Associate,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#kcna
CAND-0BA19C81A9B794,Kubernetes and Cloud Native Associate,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#kcna
CAND-FE7571848EAED0,Kubernetes and Cloud Native Training Partners (KCNTP),kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/kubernetes-cloud-native-training-partners/
CAND-FE7571848EAED0,Kubernetes and Cloud Native Training Partners (KCNTP),cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/kubernetes-cloud-native-training-partners/
CAND-A8BCEACCEFBB46,Kubernetes and Cloud Security Associate,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcsa/
CAND-A8BCEACCEFBB46,Kubernetes and Cloud Security Associate,cloud-security,Advanced,cybersecurity,65,cloud security,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcsa/
CAND-A8BCEACCEFBB46,Kubernetes and Cloud Security Associate,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcsa/
CAND-1616AF9ECA919B,Kubernetes and Cloud Security Associate,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#kcsa
CAND-1616AF9ECA919B,Kubernetes and Cloud Security Associate,cloud-security,Advanced,cybersecurity,65,cloud security,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#kcsa
CAND-1616AF9ECA919B,Kubernetes and Cloud Security Associate,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#kcsa
CAND-2942FE2CF963BB,Kubernetes Certified Service Provider (KCSP),kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcsp/
CAND-7D3C200A2C815C,Kubernetes Certified Service Provider (KCSP) program,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/certification/kcsp
CAND-E0A15AA39E32C1,Kubernetes Certified Service Provider KCSPs have deep experience helping enterprises successfully adopt cloud native technologies,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcsp/
CAND-E0A15AA39E32C1,Kubernetes Certified Service Provider KCSPs have deep experience helping enterprises successfully adopt cloud native technologies,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/kcsp/
CAND-A849B532D9233D,Kubernetes Training Partners,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/kubernetes-training-partners/
CAND-DF11C7DEAF1DCE,Kubernetes Training Partners Find a qualified KCNTP to prepare for your next certification,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/kubernetes-cloud-native-training-partners/
CAND-F60E85207B6484,Kubestronaut Program Uplevel your Kubernetes skills,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/kubestronaut/
CAND-42829DD361C2A8,Look for products that proudly display the Certified Kubernetes logo,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/software-conformance/
CAND-B75D381C0D186E,OpenTelemetry Certified Associate,observability,Advanced,cloud-devops,65,opentelemetry,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/otca/
CAND-F6670443DCF751,OpenTelemetry Certified Associate,observability,Advanced,cloud-devops,65,opentelemetry,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/
CAND-276FA74B0E1B46,OpenTelemetry Certified Associate,observability,Advanced,cloud-devops,65,opentelemetry,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#otca
CAND-74358C5EED641E,OpenTelemetry Certified Associate (OTCA),observability,Advanced,cloud-devops,65,opentelemetry,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/otca/
CAND-890955A7EC0196,Success stories from the cloud native certified,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/
CAND-799B2CEE8FCE35,Training Overview Find your path to cloud native success with training and certificates from the pioneer of cloud-native technology,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/
CAND-C7F3560D74CC94,Calculating the Large-Signal Parameters of a Speaker Driver from FEA,fea,Advanced,cad-cae,65,fea,candidate,official-page-extraction,credential-candidate,https://www.comsol.com/support/learning-center/course/modeling-speaker-drivers-in-comsol-multiphysics-202/calculating-the-large-signal-parameters-of-a-speaker-driver-from-fea-88331
CAND-50826D9A7F398B,Calculating the Small-Signal Parameters of a Speaker Driver from FEA,fea,Advanced,cad-cae,65,fea,candidate,official-page-extraction,credential-candidate,https://www.comsol.com/support/learning-center/course/modeling-speaker-drivers-in-comsol-multiphysics-202/calculating-the-small-signal-parameters-of-a-speaker-driver-from-fea-88011
CAND-74E6639C10B735,Choosing the Space Dimension and Physics Interfaces,classical-physics,Intermediate,math-physics,65,physics,candidate,official-page-extraction,credential-candidate,https://www.comsol.com/support/learning-center/course/modeling-magnetohydrodynamic-flow-302/choosing-the-space-dimension-and-physics-interfaces-101882
